user_id,age,gender,country,source,order_id,quantity,created_at,product_id,price,category
13833,45,F,China,Search,17103,1,31-12-2021,4715,58,Jeans
13833,45,F,China,Search,17103,1,31-12-2021,11341,79.98999786,Intimates
13833,45,F,China,Search,17103,1,31-12-2021,12397,30.95000076,Intimates
60200,26,M,Brasil,Search,75511,1,31-12-2021,23975,55,Outerwear & Coats
60200,26,M,Brasil,Search,75511,1,31-12-2021,16444,44.99000168,Tops & Tees
40828,26,F,United States,Organic,51157,1,31-12-2021,6699,20,Shorts
40828,26,F,United States,Organic,51157,1,31-12-2021,14552,27,Maternity
75949,46,M,United States,Search,94881,1,31-12-2021,21683,47,Pants
88808,23,F,China,Search,110856,1,31-12-2021,10465,42.99000168,Intimates
88808,23,F,China,Search,110856,1,31-12-2021,7601,56.38999939,Blazers & Jackets
80482,28,M,France,Facebook,100652,1,31-12-2021,18157,62.36000061,Active
64127,57,M,Japan,Search,80314,1,31-12-2021,19452,39.99000168,Sweaters
52945,59,F,United States,Search,66394,1,31-12-2021,13429,51,Swim
52945,59,F,United States,Search,66394,1,31-12-2021,2400,61.5,Fashion Hoodies & Sweatshirts
83917,48,F,South Korea,Organic,104884,1,31-12-2021,4177,49.5,Jumpsuits & Rompers
83917,48,F,South Korea,Organic,104884,1,31-12-2021,10688,7.980000019,Intimates
82398,53,F,China,Search,103042,1,31-12-2021,12088,49,Intimates
1580,62,F,China,Search,1963,1,31-12-2021,11842,112.75,Intimates
81599,19,M,United States,Email,102028,3,31-12-2021,29041,38,Accessories
81599,19,M,United States,Email,102028,3,31-12-2021,18234,80,Active
81599,19,M,United States,Email,102028,3,31-12-2021,20504,29.98999977,Suits & Sport Coats
55665,25,M,China,Organic,69780,1,31-12-2021,23277,43.97000122,Shorts
56576,13,M,United States,Organic,70903,1,31-12-2021,17189,55,Fashion Hoodies & Sweatshirts
25966,22,M,Brasil,Search,32512,2,31-12-2021,16096,39.5,Tops & Tees
25966,22,M,Brasil,Search,32512,2,31-12-2021,18629,14.14999962,Active
5432,31,F,China,Email,6716,2,31-12-2021,3593,98,Dresses
5432,31,F,China,Email,6716,2,31-12-2021,4738,132.6600037,Jeans
17789,37,F,United Kingdom,Facebook,22162,1,31-12-2021,4762,128,Jeans
30546,12,F,Spain,Search,38221,1,31-12-2021,5394,45.99000168,Pants & Capris
17956,49,M,China,Search,22356,1,31-12-2021,19624,32.99000168,Sweaters
27930,51,M,France,Search,34907,1,31-12-2021,26734,73.93000031,Sleep & Lounge
27930,51,M,France,Search,34907,1,31-12-2021,24259,159.9900055,Outerwear & Coats
4609,63,M,China,Search,5701,2,31-12-2021,23602,75,Shorts
4609,63,M,China,Search,5701,2,31-12-2021,27157,34.95000076,Sleep & Lounge
22073,32,F,United States,Facebook,27586,2,31-12-2021,8388,105.5599976,Outerwear & Coats
68225,39,F,United States,Search,85334,1,31-12-2021,4211,46,Jumpsuits & Rompers
68225,39,F,United States,Search,85334,1,31-12-2021,12063,23.98999977,Intimates
47724,33,F,South Korea,Email,59661,1,31-12-2021,5297,180,Pants & Capris
47724,33,F,South Korea,Email,59661,1,31-12-2021,7076,14.44999981,Shorts
14605,37,M,China,Facebook,18079,1,31-12-2021,28104,64.94999695,Swim
56594,56,M,Germany,Search,70933,1,31-12-2021,22782,52,Shorts
56594,56,M,Germany,Search,70933,1,31-12-2021,20972,40.40000153,Jeans
56594,56,M,Germany,Search,70933,1,31-12-2021,21983,51.99000168,Pants
57342,60,M,China,Search,71854,2,31-12-2021,16992,39.99000168,Tops & Tees
57342,60,M,China,Search,71854,2,31-12-2021,19079,47.16999817,Sweaters
39310,66,F,Brasil,Organic,49283,4,31-12-2021,2203,52,Fashion Hoodies & Sweatshirts
39310,66,F,Brasil,Organic,49283,4,31-12-2021,1554,59.5,Fashion Hoodies & Sweatshirts
39310,66,F,Brasil,Organic,49283,4,31-12-2021,12091,11.98999977,Intimates
39310,66,F,Brasil,Organic,49283,4,31-12-2021,4296,44.99000168,Jeans
52757,14,M,China,Search,66123,1,31-12-2021,16585,25,Tops & Tees
88471,26,M,China,Search,110483,1,31-12-2021,20985,34.99000168,Jeans
57771,57,M,China,Facebook,72399,1,31-12-2021,18788,16,Active
57771,57,M,China,Facebook,72399,1,31-12-2021,27742,62.5,Swim
42394,58,M,United States,Organic,53072,1,31-12-2021,24199,228,Outerwear & Coats
22434,67,M,United Kingdom,Search,28043,1,31-12-2021,26833,25.5,Sleep & Lounge
46994,25,M,Brasil,Search,58732,1,31-12-2021,21939,34.22999954,Pants
46994,25,M,Brasil,Search,58732,1,31-12-2021,23216,59.97999954,Shorts
91393,50,F,China,Search,114165,1,31-12-2021,13413,25,Swim
91393,50,F,China,Search,114165,1,31-12-2021,10232,118,Sleep & Lounge
97294,42,M,United Kingdom,Search,121548,3,31-12-2021,23816,112,Outerwear & Coats
97294,42,M,United Kingdom,Search,121548,3,31-12-2021,25996,29.5,Underwear
97294,42,M,United Kingdom,Search,121548,3,31-12-2021,28642,150,Accessories
46331,26,M,Brasil,Display,57900,1,31-12-2021,16282,25,Tops & Tees
46331,26,M,Brasil,Display,57900,1,31-12-2021,19841,89.98999786,Suits & Sport Coats
32490,66,M,China,Search,40683,1,31-12-2021,16412,17.95000076,Tops & Tees
28033,51,F,United Kingdom,Search,35038,1,31-12-2021,6450,33.97000122,Shorts
91579,15,M,Brasil,Search,114393,1,31-12-2021,28383,34.95000076,Accessories
32384,69,F,France,Search,40565,3,31-12-2021,3929,49.99000168,Dresses
32384,69,F,France,Search,40565,3,31-12-2021,2482,18.29999924,Active
32384,69,F,France,Search,40565,3,31-12-2021,9379,7.989999771,Socks & Hosiery
47896,37,M,Brasil,Search,59886,1,31-12-2021,23476,54,Shorts
19302,62,F,Australia,Search,24073,1,31-12-2021,12533,6,Intimates
19302,62,F,Australia,Search,24073,1,31-12-2021,14100,28,Accessories
19302,62,F,Australia,Search,24073,1,31-12-2021,2461,60,Active
43341,26,F,Spain,Search,54225,1,01-01-2022,13407,42,Swim
43341,26,F,Spain,Search,54225,1,01-01-2022,2199,52,Fashion Hoodies & Sweatshirts
43341,26,F,Spain,Search,54225,1,01-01-2022,12220,14.98999977,Intimates
43341,26,F,Spain,Search,54225,1,01-01-2022,3954,114.9899979,Dresses
10371,64,M,Germany,Search,12846,3,01-01-2022,17468,25,Fashion Hoodies & Sweatshirts
67950,45,M,China,Email,84984,2,01-01-2022,19040,54.99000168,Sweaters
67950,45,M,China,Email,84984,2,01-01-2022,23704,99.98999786,Outerwear & Coats
76754,35,M,Germany,Email,95935,1,01-01-2022,23269,55,Shorts
82695,33,M,United Kingdom,Search,103439,1,01-01-2022,21652,69.5,Pants
82695,33,M,United Kingdom,Search,103439,1,01-01-2022,16591,28.95000076,Tops & Tees
84161,37,F,South Korea,Display,105205,1,01-01-2022,3213,79.98999786,Dresses
84161,37,F,South Korea,Display,105205,1,01-01-2022,6290,32.99000168,Shorts
84161,37,F,South Korea,Display,105205,1,01-01-2022,7068,4.989999771,Shorts
23901,68,F,China,Search,29848,1,01-01-2022,7613,16.37000084,Blazers & Jackets
30608,42,F,Belgium,Search,38312,1,01-01-2022,10055,12,Sleep & Lounge
30608,42,F,Belgium,Search,38312,1,01-01-2022,12868,53.54999924,Swim
51583,68,M,Brasil,Organic,64563,2,01-01-2022,28394,13.93000031,Accessories
52499,61,F,China,Search,65777,1,01-01-2022,11658,10.19999981,Intimates
52499,61,F,China,Search,65777,1,01-01-2022,7118,57.47999954,Skirts
52499,61,F,China,Search,65777,1,01-01-2022,11349,29.98999977,Intimates
50042,46,F,China,Search,62576,2,01-01-2022,6986,14.94999981,Shorts
50042,46,F,China,Search,62576,2,01-01-2022,13284,13.27000046,Swim
75145,32,M,Poland,Search,93892,1,01-01-2022,18091,65,Active
18629,68,F,United Kingdom,Search,23224,1,01-01-2022,12391,36.95000076,Intimates
51319,45,M,China,Search,64237,4,01-01-2022,26923,18.5,Sleep & Lounge
51319,45,M,China,Search,64237,4,01-01-2022,18824,98,Sweaters
51319,45,M,China,Search,64237,4,01-01-2022,26357,18.95000076,Underwear
51319,45,M,China,Search,64237,4,01-01-2022,25033,37.95000076,Socks
60202,53,M,China,Organic,75516,1,01-01-2022,17399,64.94999695,Fashion Hoodies & Sweatshirts
28709,38,M,Brasil,Search,35917,1,01-01-2022,21883,65,Pants
3923,69,F,United States,Search,4855,1,01-01-2022,9649,32,Sleep & Lounge
3923,69,F,United States,Search,4855,1,01-01-2022,2340,14.02999973,Fashion Hoodies & Sweatshirts
3923,69,F,United States,Search,4855,1,01-01-2022,11490,29.95000076,Intimates
25872,58,F,China,Search,32381,2,01-01-2022,4789,92,Jeans
25872,58,F,China,Search,32381,2,01-01-2022,10380,31.95000076,Intimates
11875,58,M,China,Email,14681,2,01-01-2022,27594,65,Swim
11875,58,M,China,Email,14681,2,01-01-2022,22853,35.99000168,Shorts
11875,58,M,China,Email,14681,2,01-01-2022,22010,54.93000031,Pants
96375,37,F,China,Search,120378,1,01-01-2022,9449,54,Socks & Hosiery
96375,37,F,China,Search,120378,1,01-01-2022,5050,29.69000053,Jeans
97767,38,M,Brasil,Search,122156,2,01-01-2022,26758,30,Sleep & Lounge
97767,38,M,Brasil,Search,122156,2,01-01-2022,27045,85.5,Sleep & Lounge
12879,55,F,South Korea,Search,15960,1,01-01-2022,3312,139,Dresses
12879,55,F,South Korea,Search,15960,1,01-01-2022,8492,595,Outerwear & Coats
12879,55,F,South Korea,Search,15960,1,01-01-2022,3803,12.21000004,Dresses
12879,55,F,South Korea,Search,15960,1,01-01-2022,2628,40.45000076,Active
23305,16,M,China,Search,29086,1,01-01-2022,26029,32,Underwear
53410,54,F,China,Search,66987,1,01-01-2022,767,73,Tops & Tees
77848,21,F,South Korea,Search,97310,1,01-01-2022,12208,34,Intimates
93839,15,F,United States,Search,117162,2,01-01-2022,4370,99,Jeans
49879,46,M,South Korea,Search,62354,1,01-01-2022,22108,28.73999977,Pants
93176,50,F,United States,Organic,116320,1,01-01-2022,7901,9.039999962,Blazers & Jackets
11908,28,M,United States,Search,14732,1,01-01-2022,28386,25,Accessories
11908,28,M,United States,Search,14732,1,01-01-2022,23222,89.5,Shorts
11908,28,M,United States,Search,14732,1,01-01-2022,21605,135,Jeans
11908,28,M,United States,Search,14732,1,01-01-2022,21695,59.56999969,Pants
17969,17,F,China,Search,22376,1,01-01-2022,15560,34,Plus
70130,54,F,China,Display,87663,1,01-01-2022,13772,16.95999908,Accessories
1965,12,M,France,Search,2421,1,01-01-2022,26140,25,Underwear
1965,12,M,France,Search,2421,1,01-01-2022,23375,15.93999958,Shorts
1965,12,M,France,Search,2421,1,01-01-2022,28891,27.98999977,Accessories
78665,43,M,United States,Search,98358,1,01-01-2022,26697,26.98999977,Sleep & Lounge
48340,69,M,China,Search,60422,1,01-01-2022,23672,110,Outerwear & Coats
48340,69,M,China,Search,60422,1,01-01-2022,23752,110,Outerwear & Coats
15557,20,F,China,Search,19348,3,01-01-2022,717,16.95000076,Tops & Tees
15557,20,F,China,Search,19348,3,01-01-2022,15802,22.95000076,Plus
15557,20,F,China,Search,19348,3,01-01-2022,11675,16.98999977,Intimates
92415,15,F,Brasil,Search,115424,1,01-01-2022,1983,36.99000168,Fashion Hoodies & Sweatshirts
59813,12,M,China,Search,75012,1,01-01-2022,16492,48,Tops & Tees
59813,12,M,China,Search,75012,1,01-01-2022,27153,34.29999924,Sleep & Lounge
59813,12,M,China,Search,75012,1,01-01-2022,23317,29.89999962,Shorts
59813,12,M,China,Search,75012,1,01-01-2022,17149,42.95000076,Fashion Hoodies & Sweatshirts
44218,45,M,China,Search,55289,1,01-01-2022,26705,69,Sleep & Lounge
6636,53,F,United States,Search,8158,2,01-01-2022,6572,78,Shorts
6636,53,F,United States,Search,8158,2,01-01-2022,7365,29.45000076,Skirts
6636,53,F,United States,Search,8158,2,01-01-2022,1884,59.95000076,Fashion Hoodies & Sweatshirts
62923,62,M,China,Organic,78850,3,01-01-2022,18991,104.5,Sweaters
62923,62,M,China,Organic,78850,3,01-01-2022,22144,61.99000168,Pants
62923,62,M,China,Organic,78850,3,01-01-2022,17254,28.98999977,Fashion Hoodies & Sweatshirts
62923,62,M,China,Organic,78850,3,01-01-2022,25028,49.95000076,Socks
42929,33,M,China,Search,53703,1,01-01-2022,21661,68,Pants
42929,33,M,China,Search,53703,1,01-01-2022,17093,54.68000031,Fashion Hoodies & Sweatshirts
9487,56,F,Brasil,Search,11772,1,01-01-2022,7347,42,Skirts
57392,30,F,United States,Search,71902,1,01-01-2022,4286,19.98999977,Jeans
33541,70,M,United States,Search,41984,1,01-01-2022,21765,65,Pants
12860,60,F,China,Search,15934,1,01-01-2022,2180,69,Fashion Hoodies & Sweatshirts
25273,33,F,Japan,Search,31575,1,01-01-2022,6751,49.16999817,Shorts
56560,63,F,China,Email,70884,1,01-01-2022,1216,49.5,Sweaters
56560,63,F,China,Email,70884,1,01-01-2022,4637,198,Jeans
21810,37,M,Brasil,Search,27251,1,01-01-2022,26009,25,Underwear
95473,47,F,United States,Search,119191,1,01-01-2022,7152,33.99000168,Skirts
75776,36,F,China,Search,94687,1,01-01-2022,1366,8.899999619,Sweaters
329,70,M,Australia,Search,428,2,01-01-2022,25692,18.98999977,Underwear
329,70,M,Australia,Search,428,2,01-01-2022,19364,39.88000107,Sweaters
1585,67,M,United Kingdom,Search,1968,1,01-01-2022,25436,26,Underwear
43992,41,M,China,Search,54999,1,01-01-2022,24421,67.98999786,Outerwear & Coats
43992,41,M,China,Search,54999,1,01-01-2022,20296,114.9100037,Suits & Sport Coats
70654,39,M,France,Search,88310,1,01-01-2022,20414,298,Suits & Sport Coats
82033,35,M,United Kingdom,Organic,102586,4,01-01-2022,20874,100,Jeans
81929,57,M,France,Organic,102456,1,01-01-2022,18479,49.95000076,Active
89268,42,F,China,Facebook,111439,1,02-01-2022,976,69.5,Sweaters
89268,42,F,China,Facebook,111439,1,02-01-2022,1445,21.98999977,Sweaters
21225,65,F,United States,Search,26495,2,02-01-2022,11704,41,Intimates
21225,65,F,United States,Search,26495,2,02-01-2022,14844,79.5,Maternity
1986,45,F,United States,Search,2444,1,02-01-2022,12212,20,Intimates
48383,49,M,Brasil,Organic,60477,1,02-01-2022,27451,39.5,Swim
48383,49,M,Brasil,Organic,60477,1,02-01-2022,17700,119,Fashion Hoodies & Sweatshirts
48383,49,M,Brasil,Organic,60477,1,02-01-2022,16040,268,Tops & Tees
48383,49,M,Brasil,Organic,60477,1,02-01-2022,23587,20.98999977,Shorts
49157,24,F,Japan,Search,61467,2,02-01-2022,12854,33,Swim
53602,66,M,China,Search,67241,2,02-01-2022,26189,31,Underwear
53602,66,M,China,Search,67241,2,02-01-2022,18689,41.99000168,Active
77212,18,M,Spain,Search,96499,1,02-01-2022,28550,296.4500122,Accessories
77212,18,M,Spain,Search,96499,1,02-01-2022,18948,40.59999847,Sweaters
60029,62,M,France,Search,75303,2,02-01-2022,17636,36,Fashion Hoodies & Sweatshirts
60029,62,M,France,Search,75303,2,02-01-2022,27942,33.95000076,Swim
80082,21,M,China,Search,100142,1,02-01-2022,22182,25,Pants
80082,21,M,China,Search,100142,1,02-01-2022,21110,39.5,Jeans
90374,49,F,South Korea,Search,112892,2,02-01-2022,11063,29.29999924,Intimates
90374,49,F,South Korea,Search,112892,2,02-01-2022,8405,109.9899979,Outerwear & Coats
15274,54,F,United States,Search,18991,1,02-01-2022,9210,18.95000076,Socks & Hosiery
15274,54,F,United States,Search,18991,1,02-01-2022,12444,9.090000153,Intimates
78548,13,M,China,Search,98198,1,02-01-2022,28313,29.98999977,Accessories
75134,12,M,Belgium,Search,93877,2,02-01-2022,25054,16,Socks
1037,67,F,United Kingdom,Search,1299,1,02-01-2022,3716,49.99000168,Dresses
69023,43,M,China,Organic,86265,1,02-01-2022,24656,15,Socks
69023,43,M,China,Organic,86265,1,02-01-2022,19424,59.99000168,Sweaters
11947,29,F,China,Search,14781,1,02-01-2022,4356,44.99000168,Jeans
60046,40,M,China,Organic,75319,1,02-01-2022,22564,89.98999786,Pants
60046,40,M,China,Organic,75319,1,02-01-2022,28774,2.779999971,Accessories
61184,58,F,China,Facebook,76735,1,02-01-2022,10310,88,Sleep & Lounge
61184,58,F,China,Facebook,76735,1,02-01-2022,903,19.98999977,Sweaters
61184,58,F,China,Facebook,76735,1,02-01-2022,8906,9.270000458,Socks & Hosiery
27106,55,F,China,Search,33893,1,02-01-2022,14007,25,Accessories
27106,55,F,China,Search,33893,1,02-01-2022,3675,25,Dresses
45107,62,F,Brasil,Search,56414,1,02-01-2022,11017,19,Intimates
45107,62,F,Brasil,Search,56414,1,02-01-2022,4635,65.16999817,Jeans
45107,62,F,Brasil,Search,56414,1,02-01-2022,11787,44.38000107,Intimates
33654,14,F,China,Search,42119,3,02-01-2022,11862,51.59999847,Intimates
23766,29,F,China,Organic,29684,1,02-01-2022,4722,319,Jeans
6352,30,M,China,Search,7837,2,02-01-2022,20599,62.99000168,Jeans
6352,30,M,China,Search,7837,2,02-01-2022,17776,53.95000076,Fashion Hoodies & Sweatshirts
12026,42,M,Spain,Search,14886,2,02-01-2022,18061,15,Active
12026,42,M,Spain,Search,14886,2,02-01-2022,25453,21.5,Underwear
39841,32,M,United Kingdom,Search,49928,1,02-01-2022,22433,64.98999786,Pants
96669,22,M,United States,Search,120763,1,02-01-2022,16039,49.5,Tops & Tees
96669,22,M,United States,Search,120763,1,02-01-2022,22545,17.98999977,Pants
16396,13,F,United Kingdom,Search,20415,2,02-01-2022,14771,32,Maternity
16396,13,F,United Kingdom,Search,20415,2,02-01-2022,1193,44.99000168,Sweaters
88731,57,F,China,Email,110772,1,02-01-2022,9476,15.98999977,Socks & Hosiery
19831,12,M,Japan,Organic,24726,2,02-01-2022,27572,55,Swim
19831,12,M,Japan,Organic,24726,2,02-01-2022,23404,44.63000107,Shorts
72106,14,M,China,Search,90141,1,02-01-2022,19469,185.8500061,Sweaters
73452,46,M,United States,Display,91831,4,02-01-2022,16780,179.9900055,Tops & Tees
10865,40,F,United States,Organic,13445,3,02-01-2022,6074,12.98999977,Leggings
10865,40,F,United States,Organic,13445,3,02-01-2022,14364,28.98999977,Maternity
47440,15,M,Brasil,Search,59321,1,02-01-2022,27634,45,Swim
47440,15,M,Brasil,Search,59321,1,02-01-2022,19842,29.98999977,Suits & Sport Coats
5096,27,F,United States,Display,6299,1,02-01-2022,11763,22.98999977,Intimates
58343,41,M,Brasil,Search,73136,1,02-01-2022,18071,9.949999809,Active
72350,65,F,China,Search,90421,1,02-01-2022,5307,78,Pants & Capris
14803,29,M,United States,Search,18343,1,02-01-2022,23935,105,Outerwear & Coats
25936,28,M,United States,Email,32469,2,02-01-2022,20824,50,Jeans
25936,28,M,United States,Email,32469,2,02-01-2022,22827,41.41999817,Shorts
25936,28,M,United States,Email,32469,2,02-01-2022,19993,89.94999695,Suits & Sport Coats
65895,45,M,United States,Search,82501,1,02-01-2022,26830,25,Sleep & Lounge
